[ 2012-05-03T09:21:03+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined index: table Db.class.php 第 830 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: INSERT INTO  (`ThinkPHP`,`ThinkPdm`) SELECT * FROM  [ RunTime:0.000146s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002041s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000276s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] Missing argument 2 for Db::selectInsert(), called in D:\workspace\demo2\cityosweb\Lib\Action\IndexAction.class.php on line 56 and defined Db.class.php 第 734 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: table Db.class.php 第 737 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined index: table Db.class.php 第 830 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: INSERT INTO  (`ThinkPHP`,`ThinkPdm`) SELECT * FROM  [ RunTime:0.000145s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002017s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000182s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] Missing argument 2 for Db::selectInsert(), called in D:\workspace\demo2\cityosweb\Lib\Action\IndexAction.class.php on line 56 and defined Db.class.php 第 734 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: table Db.class.php 第 737 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined index: table Db.class.php 第 830 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: INSERT INTO  (`ThinkPHP`,`ThinkPdm`) SELECT * FROM  [ RunTime:0.000136s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002036s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000176s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] Missing argument 2 for Db::selectInsert(), called in D:\workspace\demo2\cityosweb\Lib\Action\IndexAction.class.php on line 56 and defined Db.class.php 第 734 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: table Db.class.php 第 737 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined index: table Db.class.php 第 830 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: INSERT INTO  (`ThinkPHP`,`ThinkPdm`) SELECT * FROM  [ RunTime:0.000155s ]
[ 2012-05-03T10:19:50+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002619s ]
[ 2012-05-03T10:19:50+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000292s ]
[ 2012-05-03T10:19:50+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('2', 'sdf', 'sss'); [ RunTime:0.000146s ]
[ 2012-05-03T10:19:58+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001912s ]
[ 2012-05-03T10:19:58+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000211s ]
[ 2012-05-03T10:19:58+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('2', 'sdf', 'sss'); [ RunTime:0.000147s ]
[ 2012-05-03T10:20:24+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001985s ]
[ 2012-05-03T10:20:24+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000313s ]
[ 2012-05-03T10:20:24+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('3', 'sdf', 'sss') [ RunTime:0.000245s ]
[ 2012-05-03T10:20:38+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001935s ]
[ 2012-05-03T10:20:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000209s ]
[ 2012-05-03T10:20:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('4', 'sdf', 'sss') [ RunTime:0.000247s ]
[ 2012-05-03T10:20:39+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001914s ]
[ 2012-05-03T10:20:39+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000213s ]
[ 2012-05-03T10:20:39+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('4', 'sdf', 'sss') [ RunTime:0.000222s ]
[ 2012-05-03T10:20:39+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002134s ]
[ 2012-05-03T10:20:39+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000335s ]
[ 2012-05-03T10:20:39+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('4', 'sdf', 'sss') [ RunTime:0.000314s ]
[ 2012-05-03T10:20:39+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001944s ]
[ 2012-05-03T10:20:39+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000316s ]
[ 2012-05-03T10:20:39+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('4', 'sdf', 'sss') [ RunTime:0.000144s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002230s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000258s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('', 'sdf', 'sss') [ RunTime:0.000163s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002117s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000233s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('', 'sdf', 'sss') [ RunTime:0.000218s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001845s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000157s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('', 'sdf', 'sss') [ RunTime:0.000190s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002543s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000395s ]
[ 2012-05-03T10:20:46+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('', 'sdf', 'sss') [ RunTime:0.000244s ]
[ 2012-05-03T10:20:47+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001972s ]
[ 2012-05-03T10:20:47+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000154s ]
[ 2012-05-03T10:20:47+08:00 ] /index.php/Index/index | SQL: INSERT INTO `test2`.`think_user1` (`id` ,`username` ,`passwd`) VALUES ('', 'sdf', 'sss') [ RunTime:0.000279s ]
[ 2012-05-03T10:25:57+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001965s ]
[ 2012-05-03T10:25:57+08:00 ] /index.php/Index/index | SQL: DELETE FROM `think_user1` WHERE id=5 [ RunTime:0.000205s ]
[ 2012-05-03T10:25:57+08:00 ] /index.php/Index/index | SQL: DELETE FROM `test2`.`think_user1` WHERE `think_user1`.`id` = 9 [ RunTime:0.000184s ]
[ 2012-05-03T10:27:08+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002215s ]
[ 2012-05-03T10:27:08+08:00 ] /index.php/Index/index | SQL: DELETE FROM `think_user1` WHERE id=9 [ RunTime:0.000235s ]
[ 2012-05-03T10:27:08+08:00 ] /index.php/Index/index | SQL: DELETE FROM `test2`.`think_user1` WHERE `think_user1`.`id` = 5 [ RunTime:0.000147s ]
[ 2012-05-03T10:27:30+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002013s ]
[ 2012-05-03T10:27:30+08:00 ] /index.php/Index/index | SQL: DELETE FROM `think_user1` WHERE id=8 [ RunTime:0.000357s ]
[ 2012-05-03T10:27:30+08:00 ] /index.php/Index/index | SQL: DELETE FROM `test2`.`think_user1` WHERE `think_user1`.`id` = 8 [ RunTime:0.000256s ]
[ 2012-05-03T10:34:09+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:update您所请求的方法不存在！
[ 2012-05-03T10:34:46+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002019s ]
[ 2012-05-03T10:34:46+08:00 ] /index.php/Index/index | SQL: UPDATE `test1`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000269s ]
[ 2012-05-03T10:35:24+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001924s ]
[ 2012-05-03T10:35:24+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000310s ]
[ 2012-05-03T10:35:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001962s ]
[ 2012-05-03T10:35:25+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000258s ]
[ 2012-05-03T10:35:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001943s ]
[ 2012-05-03T10:35:25+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000170s ]
[ 2012-05-03T10:35:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002038s ]
[ 2012-05-03T10:35:25+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000212s ]
[ 2012-05-03T10:35:25+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001921s ]
[ 2012-05-03T10:35:25+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000150s ]
[ 2012-05-03T10:35:26+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001940s ]
[ 2012-05-03T10:35:26+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000137s ]
[ 2012-05-03T10:35:26+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001904s ]
[ 2012-05-03T10:35:26+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000263s ]
[ 2012-05-03T10:35:26+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002213s ]
[ 2012-05-03T10:35:26+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000160s ]
[ 2012-05-03T10:35:27+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002007s ]
[ 2012-05-03T10:35:27+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000223s ]
[ 2012-05-03T10:35:28+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002159s ]
[ 2012-05-03T10:35:28+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000243s ]
[ 2012-05-03T10:35:28+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001871s ]
[ 2012-05-03T10:35:28+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000139s ]
[ 2012-05-03T10:36:06+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001918s ]
[ 2012-05-03T10:36:06+08:00 ] /index.php/Index/index | SQL: UPDATE `think_user1` SET `username`='Thi111',`passwd`='Think111' WHERE id=7 [ RunTime:0.000179s ]
[ 2012-05-03T10:36:06+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222' WHERE `think_user1`.`id` =7 [ RunTime:0.000243s ]
[ 2012-05-03T10:36:30+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001936s ]
[ 2012-05-03T10:36:30+08:00 ] /index.php/Index/index | SQL: UPDATE `think_user1` SET `username`='Thi111a',`passwd`='Think111a' WHERE id=7 [ RunTime:0.000234s ]
[ 2012-05-03T10:36:30+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222a' WHERE `think_user1`.`id` =7 [ RunTime:0.000157s ]
[ 2012-05-03T10:37:20+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001969s ]
[ 2012-05-03T10:37:20+08:00 ] /index.php/Index/index | SQL: UPDATE `think_user1` SET `username`='Thi111c',`passwd`='Think111c' WHERE id=7 [ RunTime:0.000526s ]
[ 2012-05-03T10:37:20+08:00 ] /index.php/Index/index | SQL: UPDATE `test2`.`think_user1` SET `username` = 'Thin222c',`passwd` = 'sssc' WHERE `think_user1`.`id` =7 [ RunTime:0.000311s ]
[ 2012-05-03T10:54:54+08:00 ] /index.php/Index/index | ERR: (ThinkException) Action:db您所请求的方法不存在！
[ 2012-05-03T11:02:27+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000134s ]
[ 2012-05-03T11:02:27+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000145s ]
[ 2012-05-03T11:02:28+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000140s ]
[ 2012-05-03T11:02:28+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000227s ]
[ 2012-05-03T11:02:28+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000192s ]
[ 2012-05-03T11:07:50+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:45+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:45+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:45+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:46+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:46+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:46+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:53+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:54+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:54+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:54+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:54+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:08:54+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:switchConnect您所请求的方法不存在！
[ 2012-05-03T11:10:41+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:10:41+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:10:41+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:10:42+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:10:42+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:10:42+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:10:42+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:10:42+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:10:43+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:11:48+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:11:49+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:11:49+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:49+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:49+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:49+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:49+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:50+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:50+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:50+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:50+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:50+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:51+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:51+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:12:51+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:11+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:11+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:11+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:11+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:12+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:12+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:12+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:12+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:12+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:13+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:13+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:13+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:13+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:13+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:13+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:14+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:14+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:14+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:58+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:59+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:59+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:59+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:59+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:59+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:14:59+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:00+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:00+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:00+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:00+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:00+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:01+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:01+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:01+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:01+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:31+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
[ 2012-05-03T11:15:31+08:00 ] /index.php/Index/index | ERR: (ThinkException) Model:addConnect您所请求的方法不存在！
